Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
srpk3_hom_ttnb_wt_7	-1.9396067106830102	-1.05095915615159	4.419422426891774	4.421934540656839	-1.789174996552215	-0.18390914336282738	-0.896461484508603	-2.059788795113104	-1.8196412153449875	2.294606960473851	-0.4707228064716485	0.6136206193341371	1.068315658174141	0.08155807986972838	2.3973943454932662	1.0414223564861125	-0.9200465200384399	0.5945654734129353	-1.676424793956373
srpk3_hom_ttnb_wt_8	-3.097547750257567	-2.752617957806519	5.960120077318354	-5.347992903078897	-0.9995922595078326	0.6746774369820405	1.117946192234111	-1.4765631297091697	0.24065498094630078	-0.5572715403888783	0.4357577508605977	0.1931311585486643	2.137091666090952	-0.26215113648187516	-0.38661838868652826	1.7743440477223245	1.4733312818844935	-0.1483369554526759	-0.8342981579683105
srpk3_wt_ttnb_het_1	-0.7060129279299936	4.3381661018771505	-6.486978779482912	-2.4004194348569374	0.7519161553852695	2.7299725704719924	0.7563444185461595	-2.7533808580982857	-1.3907941049630048	2.466718328433432	-1.389704464409831	1.4077647410978964	0.5489110684219134	1.2288365028956048	0.330865431046473	-2.6156233254880266	0.6924974688003567	-1.5108927210360443	-0.6086571375127722
srpk3_wt_ttnb_het_2	4.039552031116061	4.042801419429803	-3.428117082984458	-0.6662942426872351	-0.2094652553494028	3.2750150727778893	0.566261492807973	0.8069771260639148	1.7715012709296216	0.4858408837154553	3.698222514003709	-0.03708384655941921	1.8581255812755564	-0.15102113542976475	-2.7635183757901016	0.5238694619670552	-0.4105670245284492	0.4953971923863917	0.18197824241751603
srpk3_wt_ttnb_het_3	-2.7215623606899557	-4.362419115194791	-4.884244220200484	3.4269085215307764	3.0261372382026175	0.9437699611135333	-3.372877254147686	-2.1656529244483167	0.539252724351859	-2.3539624869325473	-2.882842722283379	1.3407546329955724	1.2778538761699354	-2.3527826799019986	-1.4415700039361583	1.0234706588617557	-0.44408446225377773	-0.5647573691819958	0.7862132952443959
srpk3_wt_ttnb_het_8	2.6006942764422196	4.706864084309299	-0.7600208001983176	-1.1750456587122733	1.4626765605549883	0.8463499203757407	-0.5961247465230917	0.35572793238675	-4.355075660275412	-0.10048631791092794	-1.7256948228385016	-3.701781231708887	0.554064397536068	0.806546948582691	-0.7796553674202032	0.5124533350805849	-1.589344724273388	2.149409223846476	0.43847964376189824
srpk3_wt_ttnb_het_9	1.2707916098706273	-3.192749163107059	-3.762365619368632	-2.230735085611727	1.3484682225389084	-1.4290345008334808	1.4766333605207458	-4.24265443020128	-0.6179942725656695	-3.4123005916359563	2.6562061548930167	-1.2276145504233003	-1.279654736353829	-0.5426051337235093	0.740821560807704	-0.5521752837214308	0.03858496727649438	0.6566618071502566	-1.7729411748531465
srpk3_wt_ttnb_wt_2	6.443708813595086	-3.422334557578425	-3.4117667663559472	-2.5525843905980388	-0.8985838656398859	-1.1333080400326332	-1.905031277158733	1.1734183060539207	0.3077573187882001	2.1567469193685254	0.015469211227952528	-1.5912137658940462	-1.2780655828192165	0.2638507925501464	0.4293174472448944	0.8481345333323809	-0.9338479793747965	-2.636278214769103	-0.314882649383113
srpk3_wt_ttnb_wt_3	7.254329931807719	3.7951503450302813	-0.7176153835608217	1.1475014146845322	-3.8359982231949807	-2.7985971092514914	2.3606170082249363	0.4055511520921399	0.25788711875564496	-3.8128908418868663	-2.029600180282484	-0.7948169451315124	-0.3018046876643546	1.2826845473395998	0.524018858494689	0.25858344153194207	0.8506638213145103	-1.2498693290659926	0.8626275410522535
srpk3_wt_ttnb_wt_4	10.939906458455468	2.47725996710065	4.8506215118817595	-0.2929880758563731	8.143661708882014	-3.9553017058929716	0.6613143059472719	0.04987338099476224	1.1390417267956254	1.3974598816188335	-0.36654582951352777	1.5592583581505095	-0.2281534914425093	-0.3145777486548096	-0.11877090167819938	-0.29226584295325353	0.4500020997536091	0.5034601543193159	-0.007302786576646458
srpk3_wt_ttnb_wt_5	4.281155770549225	-6.392877884128097	-4.981237808153794	3.5711364325273123	1.549892963709344	3.06506492024238	0.26427733531260134	4.2788211941465	1.6315874563256751	-0.47421543853718	-0.08279568605250134	-0.5784906190848602	0.7341075661165585	1.0260767519008347	2.1835827891669357	-0.02184099703500872	1.0548362482605225	1.1698151893387072	-1.1743482102811904
srpk3_wt_ttnb_wt_6	8.987378294706907	-1.948503738605904	4.726454479172098	4.164441537844895	-4.1764484732662694	1.696224483019241	-0.7062369304850298	-2.017543865531252	0.5646229453787569	-0.3999131984074455	1.1726743713575172	1.3709807272173	0.13169439367230168	-0.11895207210467514	0.15621502893827705	-2.1947302086076217	-1.189795298416694	0.7216723611773098	1.4234742686970077
srpk3_wt_ttnb_wt_7	7.503891026972944	-4.984847405548176	0.4884548199316122	-4.332208167206179	-3.675620615360055	0.40884540974594025	-1.3563234650459237	0.1764034547018272	-1.411346647028036	1.8237055097220152	-0.6256445576974412	0.8803480484598983	-1.1039231768397304	-1.0596233281278156	-0.9004547600076487	1.2579478964032622	1.2172829316683893	0.4803572268765782	0.5151433653385232
